사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
20-Sep,경원선,364,가능,462 ,6 ,7079 ,1734 ,10102 ,4305 ,21438 ,4906 ,18467 ,11977 ,10548 ,7127 ,8414 ,5103 ,7891 ,4940 ,7711 ,6099 ,7273 ,6634 ,6843 ,5892 ,7064 ,7270 ,7818 ,8623 ,8990 ,10892 ,8032 ,16802 ,5411 ,16844 ,3837 ,9718 ,2994 ,7932 ,2322 ,6051 ,755 ,4267 ,78 ,887 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,경원선,365,녹양,236 ,1 ,4508 ,825 ,7491 ,2495 ,15119 ,3711 ,12619 ,8227 ,6927 ,3878 ,5707 ,3054 ,5264 ,3605 ,5353 ,3935 ,4847 ,3949 ,4516 ,3449 ,5031 ,5100 ,5092 ,6390 ,5795 ,7746 ,6691 ,11420 ,3554 ,11293 ,2451 ,7785 ,1949 ,5745 ,1295 ,4437 ,420 ,3244 ,39 ,841 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,경원선,366,양주,1389 ,5 ,4619 ,1523 ,10864 ,5486 ,27190 ,9734 ,21072 ,11040 ,12402 ,7090 ,10323 ,5855 ,9105 ,6994 ,9231 ,7380 ,8785 ,6293 ,8276 ,7199 ,8640 ,7882 ,9806 ,10204 ,10438 ,11605 ,12178 ,18821 ,6474 ,18263 ,3551 ,12013 ,2941 ,9078 ,1436 ,7099 ,459 ,4166 ,11 ,1967 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,경원선,367,덕계,9 ,0 ,2126 ,539 ,5787 ,1907 ,10460 ,2306 ,8751 ,3587 ,4113 ,1472 ,3104 ,1270 ,2739 ,1614 ,2568 ,1985 ,2648 ,1677 ,2346 ,1958 ,2271 ,2792 ,2639 ,2943 ,3178 ,4713 ,3274 ,6324 ,1562 ,7004 ,931 ,4697 ,687 ,3215 ,548 ,2034 ,152 ,1849 ,9 ,511 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,경원선,368,덕정,0 ,0 ,3182 ,1449 ,7602 ,4976 ,16591 ,10392 ,14078 ,11179 ,7696 ,5475 ,5811 ,3829 ,6494 ,4198 ,6375 ,5244 ,6284 ,5111 ,5822 ,4190 ,5950 ,5554 ,6797 ,6686 ,9669 ,10471 ,10974 ,11558 ,5207 ,12451 ,3426 ,7821 ,3005 ,7400 ,1933 ,4207 ,832 ,3133 ,125 ,843 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,경원선,369,지행,68 ,0 ,4189 ,668 ,9026 ,2337 ,18196 ,4594 ,15605 ,10554 ,9853 ,5217 ,7521 ,4174 ,7176 ,5226 ,7057 ,6527 ,7599 ,6600 ,6623 ,6082 ,6622 ,7081 ,6784 ,8373 ,7726 ,12878 ,9770 ,14658 ,5403 ,14868 ,4734 ,10691 ,3867 ,7460 ,2629 ,7026 ,1497 ,4162 ,121 ,1588 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,경원선,370,동두천중앙,42 ,0 ,2382 ,596 ,4312 ,2129 ,7408 ,3675 ,7009 ,8567 ,4947 ,3753 ,4290 ,3273 ,4071 ,3857 ,4240 ,3882 ,4270 ,4009 ,3979 ,3377 ,3991 ,4012 ,3930 ,4031 ,5289 ,5033 ,6167 ,4894 ,2770 ,5632 ,1766 ,4063 ,1185 ,2749 ,751 ,2486 ,327 ,1513 ,9 ,516 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,경원선,371,보산,31 ,0 ,1644 ,383 ,2338 ,847 ,4331 ,2065 ,3082 ,2337 ,2605 ,1544 ,2071 ,1155 ,2013 ,1540 ,1999 ,1544 ,1918 ,1705 ,1876 ,1695 ,1838 ,1889 ,2453 ,2185 ,3036 ,2425 ,2510 ,3095 ,1479 ,3722 ,1127 ,2533 ,619 ,1869 ,382 ,1454 ,183 ,789 ,5 ,263 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,경원선,372,동두천,27 ,3 ,755 ,574 ,2430 ,2813 ,4158 ,7436 ,4409 ,5061 ,2910 ,2724 ,2731 ,2851 ,2432 ,2933 ,1952 ,2455 ,2436 ,2265 ,2374 ,2829 ,2737 ,2653 ,2811 ,2486 ,3329 ,2489 ,4100 ,3821 ,2238 ,3594 ,1267 ,2712 ,538 ,2040 ,359 ,1302 ,123 ,909 ,1 ,299 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,경원선,373,소요산,118 ,2 ,644 ,718 ,1146 ,1986 ,3848 ,3392 ,3091 ,3742 ,3883 ,4945 ,3082 ,6783 ,4068 ,9687 ,5685 ,9645 ,7128 ,7922 ,9649 ,6800 ,11847 ,4686 ,12249 ,3656 ,8617 ,2718 ,5623 ,1930 ,2459 ,1400 ,1552 ,1191 ,804 ,943 ,318 ,917 ,123 ,696 ,5 ,312 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,안산선,280,산본,747 ,4 ,7613 ,1764 ,20469 ,5916 ,48240 ,12791 ,44351 ,24853 ,20292 ,17548 ,15389 ,15087 ,15130 ,13670 ,16548 ,15229 ,16334 ,17321 ,15616 ,17833 ,16458 ,18879 ,17817 ,21428 ,20182 ,29791 ,25261 ,50335 ,16630 ,47431 ,13137 ,25288 ,12540 ,19762 ,9626 ,14176 ,3070 ,9361 ,400 ,1710 ,1 ,2 ,0 ,0 ,0 ,0 
20-Sep,안산선,281,대야미,7 ,0 ,2110 ,1160 ,6512 ,4230 ,14421 ,4869 ,15222 ,7781 ,7661 ,4292 ,5600 ,4001 ,5096 ,3950 ,5320 ,4106 ,5785 ,3762 ,5632 ,4353 ,6281 ,5082 ,7135 ,6227 ,7771 ,8062 ,8808 ,12484 ,5197 ,10493 ,3780 ,6546 ,2845 ,5670 ,1540 ,4736 ,677 ,2758 ,87 ,462 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,안산선,282,반월,38 ,0 ,3025 ,896 ,6601 ,2576 ,14832 ,3291 ,13072 ,6133 ,8009 ,3227 ,5586 ,3009 ,4933 ,3415 ,4916 ,3508 ,4969 ,3885 ,4488 ,4315 ,4324 ,5503 ,5249 ,6218 ,6097 ,8172 ,6191 ,12508 ,3798 ,10334 ,2760 ,7294 ,1929 ,6042 ,1102 ,4526 ,464 ,2832 ,103 ,484 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,안산선,283,상록수,528 ,12 ,13902 ,2694 ,30268 ,7826 ,64600 ,12051 ,59185 ,17905 ,28453 ,12389 ,19578 ,9559 ,16915 ,10424 ,17889 ,11700 ,16466 ,14007 ,14917 ,14395 ,14244 ,16717 ,16092 ,21419 ,19852 ,31613 ,19691 ,57215 ,13318 ,51165 ,10206 ,32664 ,8801 ,28555 ,5677 ,19988 ,2067 ,12141 ,221 ,2455 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,안산선,284,한대앞,213 ,10 ,5776 ,788 ,13485 ,3712 ,24549 ,6196 ,20227 ,12464 ,10871 ,8291 ,8784 ,6678 ,9020 ,6683 ,9315 ,7358 ,8811 ,8118 ,8566 ,8361 ,8508 ,9395 ,9805 ,11531 ,11831 ,14881 ,13065 ,23887 ,7044 ,20506 ,6105 ,13342 ,5653 ,10253 ,4067 ,8522 ,1508 ,5178 ,88 ,1218 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,안산선,285,중앙,206 ,2 ,6126 ,799 ,20363 ,6529 ,42771 ,10126 ,33310 ,26322 ,15168 ,20321 ,13193 ,13305 ,14077 ,13096 ,16277 ,16282 ,16458 ,18322 ,16490 ,18862 ,17585 ,18678 ,20239 ,21361 ,25065 ,29377 ,27614 ,47588 ,17863 ,41438 ,17874 ,23108 ,16336 ,20386 ,11985 ,14335 ,4549 ,9669 ,240 ,2886 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,안산선,286,고잔,279 ,9 ,4223 ,784 ,10523 ,3725 ,24846 ,10738 ,17177 ,22576 ,9817 ,10962 ,8603 ,7471 ,8967 ,6565 ,8308 ,7151 ,7997 ,8197 ,8213 ,8370 ,9639 ,7536 ,10525 ,8035 ,15073 ,11283 ,17920 ,18512 ,7523 ,15415 ,5354 ,10278 ,4943 ,8128 ,3321 ,6417 ,1406 ,4932 ,114 ,1484 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,안산선,287,초지,287 ,1 ,2439 ,410 ,6656 ,3703 ,15241 ,7924 ,10667 ,9948 ,5647 ,3401 ,3861 ,2539 ,3817 ,2719 ,4051 ,3327 ,3859 ,3617 ,3532 ,3614 ,3594 ,4159 ,4472 ,4006 ,6786 ,6526 ,9069 ,11410 ,4127 ,10736 ,3038 ,6888 ,2501 ,5526 ,1430 ,4050 ,462 ,2580 ,25 ,919 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,안산선,288,안산,1702 ,8 ,10326 ,1089 ,11284 ,14655 ,18193 ,35026 ,17859 ,28984 ,13883 ,11997 ,10825 ,11010 ,11294 ,10968 ,12477 ,11672 ,13527 ,11782 ,13167 ,11433 ,14863 ,12469 ,17144 ,13251 ,34726 ,17863 ,38276 ,21218 ,20280 ,18826 ,18569 ,13214 ,11213 ,11958 ,4167 ,7466 ,1158 ,4007 ,45 ,1289 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,안산선,289,신길온천,34 ,0 ,1676 ,77 ,3112 ,1232 ,5243 ,3362 ,4309 ,2296 ,2464 ,1149 ,1945 ,1295 ,1612 ,1225 ,1732 ,1292 ,1682 ,1214 ,1571 ,1463 ,1657 ,1779 ,1961 ,2043 ,2953 ,2694 ,3146 ,4119 ,1594 ,3738 ,1162 ,2317 ,787 ,1975 ,271 ,1390 ,136 ,1050 ,10 ,355 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,안산선,290,정왕,290 ,5 ,5226 ,287 ,8139 ,9826 ,14148 ,22488 ,10695 ,23206 ,7538 ,14811 ,7149 ,9674 ,7136 ,8039 ,9172 ,8822 ,9799 ,8533 ,9120 ,8938 ,10697 ,8741 ,14655 ,8112 ,20114 ,11826 ,23535 ,14642 ,12072 ,12517 ,8603 ,9420 ,6366 ,8584 ,3163 ,6127 ,1089 ,4058 ,21 ,1356 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,안산선,291,오이도,230 ,2 ,5436 ,162 ,12975 ,6203 ,27609 ,12221 ,19695 ,13373 ,10133 ,6399 ,8073 ,6680 ,8088 ,7838 ,8961 ,8974 ,9246 ,9638 ,8771 ,9968 ,9951 ,11395 ,11054 ,11385 ,16046 ,15029 ,17367 ,22581 ,10274 ,20230 ,8349 ,11972 ,7346 ,11126 ,4588 ,8514 ,1341 ,6235 ,5 ,2235 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,안산선,292,수리산,10 ,3 ,2919 ,642 ,7864 ,1568 ,16649 ,3353 ,15582 ,4308 ,8132 ,2843 ,5188 ,3629 ,4455 ,2801 ,4583 ,2972 ,4565 ,2943 ,3987 ,3072 ,4019 ,3869 ,4191 ,4522 ,4309 ,6178 ,4512 ,10492 ,2527 ,9774 ,1606 ,5859 ,1293 ,4816 ,831 ,4014 ,290 ,2294 ,28 ,365 ,1 ,0 ,0 ,0 ,0 ,0 
20-Sep,과천선,230,선바위,1 ,0 ,1100 ,1183 ,5430 ,8261 ,15837 ,19497 ,20443 ,23110 ,12728 ,13379 ,7302 ,6481 ,6420 ,5740 ,7159 ,6324 ,7715 ,5679 ,7721 ,5629 ,8516 ,6592 ,10804 ,7056 ,19686 ,10502 ,27555 ,15434 ,14296 ,12723 ,8403 ,7430 ,6625 ,6590 ,3443 ,5035 ,976 ,3183 ,7 ,125 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,과천선,231,경마공원,0 ,0 ,227 ,329 ,711 ,1553 ,1774 ,2048 ,2240 ,4911 ,1686 ,1581 ,1209 ,1031 ,1168 ,1116 ,1037 ,1045 ,1399 ,1031 ,1538 ,1048 ,1472 ,1051 ,1612 ,1535 ,3671 ,1647 ,4376 ,2030 ,1051 ,1586 ,565 ,1020 ,483 ,875 ,220 ,548 ,86 ,437 ,8 ,13 ,1 ,1 ,0 ,0 ,0 ,0 
20-Sep,과천선,232,대공원,3 ,0 ,56 ,334 ,190 ,3372 ,867 ,3919 ,1122 ,7144 ,1366 ,8517 ,1684 ,9951 ,2413 ,6378 ,3542 ,4922 ,4039 ,5669 ,5277 ,5539 ,6692 ,3708 ,8382 ,2802 ,9128 ,1736 ,8992 ,1388 ,4838 ,830 ,2511 ,503 ,1663 ,412 ,354 ,218 ,165 ,142 ,1 ,3 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,과천선,233,과천,4 ,0 ,1313 ,713 ,5315 ,9721 ,15581 ,3788 ,15144 ,6557 ,8247 ,3598 ,5290 ,2979 ,4774 ,3138 ,5300 ,3630 ,5569 ,3597 ,5423 ,3754 ,6062 ,4199 ,9906 ,5389 ,10210 ,6909 ,6510 ,12480 ,3289 ,10979 ,1904 ,5962 ,1345 ,5442 ,897 ,4441 ,306 ,2896 ,5 ,106 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,과천선,234,정부과천청사,31 ,15 ,1451 ,1537 ,4727 ,9961 ,12209 ,18525 ,11690 ,50349 ,7819 ,13209 ,5873 ,7854 ,6397 ,6049 ,7106 ,6548 ,7696 ,6879 ,8658 ,6865 ,10085 ,6552 ,15864 ,7459 ,24355 ,9642 ,40111 ,13632 ,11615 ,11862 ,8873 ,6338 ,6990 ,5388 ,3615 ,4022 ,968 ,2479 ,10 ,90 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,과천선,235,인덕원,106 ,0 ,7412 ,2332 ,22697 ,10684 ,65962 ,29775 ,57249 ,90892 ,29732 ,30777 ,20162 ,15374 ,18551 ,14234 ,20477 ,14563 ,21245 ,17040 ,19874 ,17991 ,21476 ,20076 ,25955 ,23967 ,39501 ,35607 ,69856 ,60496 ,26324 ,55698 ,19331 ,29669 ,17964 ,26028 ,10034 ,20952 ,2902 ,12160 ,30 ,1064 ,1 ,0 ,0 ,0 ,0 ,0 
20-Sep,과천선,236,평촌,21 ,0 ,3246 ,2239 ,16853 ,8705 ,46190 ,29073 ,37349 ,74491 ,19084 ,28103 ,13585 ,12586 ,12792 ,10703 ,13204 ,11189 ,13023 ,14444 ,13718 ,12348 ,16338 ,11998 ,18976 ,15289 ,32998 ,21601 ,55303 ,37218 ,22420 ,36509 ,16626 ,18696 ,14558 ,14287 ,10643 ,11831 ,3014 ,5647 ,25 ,1169 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,과천선,237,범계,99 ,4 ,6117 ,2872 ,25410 ,10335 ,69679 ,18316 ,57261 ,49547 ,28155 ,37005 ,20257 ,23321 ,21370 ,20061 ,23526 ,20365 ,23430 ,26056 ,23211 ,23793 ,25985 ,25083 ,30489 ,29303 ,37742 ,41712 ,49865 ,66365 ,28974 ,60677 ,30968 ,28740 ,23176 ,23500 ,16638 ,18148 ,5190 ,9116 ,148 ,1902 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,분당선,143,선릉,20 ,0 ,1005 ,1044 ,1818 ,10755 ,3480 ,38954 ,4911 ,111168 ,4527 ,72163 ,5512 ,28012 ,7065 ,17264 ,8393 ,14958 ,9490 ,16455 ,10953 ,14077 ,14269 ,12354 ,22497 ,12412 ,38294 ,13835 ,65130 ,16986 ,28476 ,10398 ,16710 ,5046 ,14633 ,4143 ,10809 ,3021 ,2638 ,2160 ,67 ,367 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,분당선,144,한티,7 ,0 ,1432 ,936 ,5876 ,7674 ,15187 ,18857 ,17596 ,41157 ,10755 ,34571 ,8435 ,19363 ,10150 ,14314 ,12697 ,15922 ,13810 ,19952 ,13928 ,14527 ,16997 ,14655 ,21334 ,15926 ,29710 ,22709 ,36647 ,26446 ,23260 ,19294 ,25621 ,10144 ,14980 ,8558 ,16519 ,6045 ,2676 ,3413 ,83 ,245 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,분당선,145,도곡,14 ,1 ,964 ,901 ,2578 ,5297 ,6103 ,13112 ,9047 ,22037 ,5919 ,15845 ,4985 ,6872 ,5359 ,5447 ,6152 ,5686 ,7070 ,6548 ,7268 ,5836 ,9477 ,5597 ,11456 ,5887 ,16552 ,7734 ,19803 ,10296 ,9937 ,8416 ,6500 ,4780 ,5942 ,4088 ,3713 ,3109 ,765 ,2033 ,8 ,279 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,분당선,146,구룡,4 ,0 ,289 ,318 ,1003 ,3360 ,2239 ,5673 ,2657 ,4578 ,1817 ,2289 ,1570 ,1310 ,2235 ,1107 ,1717 ,1293 ,1931 ,1510 ,1895 ,1464 ,2236 ,1567 ,4768 ,1386 ,4667 ,1806 ,3301 ,2524 ,1410 ,2113 ,917 ,1231 ,1804 ,1118 ,466 ,936 ,109 ,645 ,0 ,32 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,분당선,147,개포동,3 ,0 ,622 ,860 ,2347 ,3758 ,6911 ,4428 ,6938 ,7490 ,3997 ,4929 ,3240 ,3148 ,2982 ,2509 ,3464 ,2938 ,3791 ,3206 ,3980 ,3145 ,3953 ,3610 ,5483 ,3850 ,6707 ,5461 ,6629 ,8266 ,4018 ,6710 ,2833 ,3745 ,2692 ,3276 ,1921 ,2701 ,622 ,1592 ,6 ,59 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,분당선,148,대모산입구,11 ,0 ,1887 ,1321 ,3013 ,9661 ,7110 ,4008 ,8197 ,7103 ,5368 ,4259 ,3598 ,2424 ,3583 ,2414 ,3880 ,2719 ,3460 ,2642 ,3246 ,2897 ,3919 ,3525 ,6835 ,3674 ,9712 ,4407 ,7000 ,6090 ,2947 ,5167 ,1765 ,3215 ,1244 ,2810 ,838 ,2254 ,294 ,1439 ,3 ,111 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,분당선,149,수서,46 ,0 ,3186 ,2568 ,5742 ,9947 ,18938 ,20627 ,27950 ,36464 ,17495 ,20327 ,13969 ,13549 ,11724 ,10469 ,13957 ,12713 ,13766 ,13175 ,12175 ,12651 ,16050 ,14230 ,19527 ,17035 ,25672 ,21418 ,33192 ,31111 ,15914 ,23486 ,14991 ,15203 ,9937 ,12276 ,8548 ,8798 ,3563 ,3987 ,6 ,583 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,분당선,150,복정,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,분당선,313,수원,726 ,6 ,4348 ,426 ,6854 ,2501 ,19716 ,5957 ,20953 ,9022 ,10321 ,7029 ,6872 ,4722 ,6687 ,5836 ,7203 ,6498 ,7694 ,6959 ,7829 ,7443 ,8581 ,7167 ,9612 ,9530 ,12229 ,13264 ,15692 ,17632 ,10883 ,13997 ,10134 ,7615 ,8334 ,6459 ,5984 ,4432 ,2120 ,2541 ,26 ,641 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,분당선,314,서울숲,122 ,1 ,2077 ,463 ,4622 ,9447 ,11459 ,10883 ,17796 ,31494 ,12198 ,17723 ,5933 ,8895 ,5372 ,7920 ,6438 ,8856 ,6971 ,10822 ,7812 ,11344 ,10164 ,11918 ,16739 ,11437 ,22685 ,14411 ,32539 ,19717 ,16964 ,14532 ,11339 ,7594 ,10054 ,6374 ,6380 ,4814 ,1620 ,2534 ,26 ,571 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,분당선,315,압구정로데오,67 ,0 ,1493 ,687 ,2958 ,9115 ,4292 ,19498 ,5661 ,57619 ,5068 ,81785 ,5725 ,39622 ,8396 ,26348 ,11152 ,23406 ,13332 ,22725 ,17058 ,20688 ,21728 ,19766 ,27844 ,19743 ,43529 ,23895 ,65043 ,28813 ,51487 ,16889 ,44269 ,6385 ,29528 ,4381 ,15152 ,2977 ,4181 ,1622 ,72 ,339 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,분당선,316,강남구청,5 ,0 ,966 ,567 ,2225 ,3918 ,5235 ,13383 ,7298 ,45458 ,6094 ,33296 ,5355 ,15764 ,6319 ,9920 ,7236 ,10018 ,8256 ,10667 ,9536 ,10239 ,10785 ,9672 ,12379 ,9474 ,20965 ,11768 ,39874 ,15133 ,20560 ,9889 ,11596 ,5445 ,10554 ,4336 ,6148 ,3092 ,1789 ,1852 ,31 ,442 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,분당선,317,선정릉,6 ,0 ,855 ,771 ,1835 ,4468 ,3744 ,10970 ,5796 ,44537 ,4612 ,37003 ,3912 ,12633 ,4422 ,6687 ,5037 ,6268 ,5906 ,6539 ,7493 ,6190 ,8906 ,5854 ,11093 ,5876 ,19028 ,6876 ,38264 ,7999 ,20630 ,5415 ,10190 ,3245 ,9005 ,3032 ,5503 ,2251 ,1344 ,1361 ,29 ,288 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,분당선,318,가천대,22 ,2 ,4620 ,658 ,5930 ,2668 ,15607 ,4756 ,18817 ,13460 ,10967 ,8225 ,6501 ,6045 ,5962 ,5470 ,6807 ,7169 ,6601 ,7614 ,6781 ,7271 ,7766 ,8400 ,9839 ,9698 ,14213 ,13368 ,10583 ,19707 ,6324 ,16991 ,4523 ,11729 ,4216 ,11973 ,3335 ,9726 ,1451 ,6076 ,40 ,459 ,0 ,1 ,0 ,0 ,0 ,0 
20-Sep,분당선,319,태평,228 ,12 ,14374 ,1533 ,17795 ,5115 ,35440 ,7543 ,53805 ,15047 ,32239 ,10305 ,17420 ,9697 ,14452 ,10842 ,14585 ,11523 ,14589 ,12315 ,14053 ,14134 ,13096 ,19889 ,13815 ,20930 ,15993 ,27305 ,16271 ,39506 ,8837 ,29030 ,6944 ,20578 ,4982 ,23291 ,3705 ,14981 ,1197 ,7745 ,44 ,540 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,분당선,320,모란,376 ,8 ,14005 ,3103 ,19080 ,9228 ,44970 ,19020 ,57332 ,29610 ,39313 ,22159 ,25358 ,21957 ,25229 ,22542 ,25520 ,23329 ,25079 ,24715 ,24410 ,27673 ,27789 ,32577 ,26153 ,31443 ,28056 ,35952 ,33316 ,50700 ,19765 ,39139 ,13628 ,28239 ,11612 ,26153 ,7849 ,17505 ,3320 ,10884 ,130 ,798 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,분당선,321,야탑,112 ,4 ,6270 ,2712 ,15717 ,12255 ,44368 ,32485 ,51837 ,76798 ,31645 ,41234 ,23590 ,23818 ,24079 ,20940 ,25713 ,25121 ,25024 ,27120 ,26552 ,26831 ,29764 ,27857 ,33712 ,30830 ,45069 ,39902 ,66064 ,57494 ,31513 ,46978 ,23066 ,27879 ,20757 ,21921 ,13208 ,18296 ,4195 ,9771 ,156 ,1196 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,분당선,322,서현,273 ,8 ,3920 ,2596 ,10272 ,9741 ,26724 ,32051 ,32007 ,66318 ,21700 ,50393 ,18354 ,27648 ,20977 ,23961 ,23557 ,24310 ,25082 ,27787 ,28324 ,27682 ,31445 ,27047 ,33320 ,29170 ,49387 ,36380 ,65361 ,48556 ,36849 ,38421 ,39002 ,20298 ,26795 ,15817 ,17872 ,11965 ,6315 ,6876 ,305 ,725 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,분당선,323,수내,102 ,0 ,2022 ,1660 ,5631 ,6074 ,14085 ,13496 ,17720 ,40425 ,10994 ,35248 ,8600 ,17040 ,9686 ,12049 ,11770 ,12667 ,12704 ,12954 ,14611 ,13307 ,17111 ,12275 ,17916 ,13494 ,25723 ,16437 ,37563 ,22644 ,21012 ,17410 ,21590 ,9435 ,12957 ,7505 ,9980 ,6268 ,2550 ,3196 ,99 ,456 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,분당선,324,정자,288 ,5 ,3057 ,1026 ,8075 ,16568 ,21189 ,20060 ,25658 ,47639 ,16853 ,33812 ,11728 ,15282 ,11709 ,11080 ,13082 ,12332 ,13340 ,13678 ,14592 ,13053 ,18093 ,13815 ,22560 ,16751 ,31902 ,22731 ,41491 ,35469 ,24606 ,30074 ,18455 ,16659 ,19791 ,13355 ,14896 ,11061 ,5442 ,5855 ,681 ,1449 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,분당선,325,미금,547 ,1 ,3169 ,767 ,9137 ,10362 ,20422 ,17506 ,25895 ,36788 ,18663 ,26613 ,16475 ,15982 ,16974 ,15701 ,17745 ,17134 ,18228 ,19263 ,19454 ,18082 ,23024 ,18332 ,23376 ,20230 ,27643 ,24793 ,31936 ,33054 ,17141 ,27425 ,13628 ,17248 ,13800 ,14537 ,10061 ,11235 ,2709 ,6565 ,79 ,1262 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,분당선,326,오리,672 ,15 ,3274 ,422 ,11597 ,6696 ,24437 ,12737 ,25639 ,28619 ,16195 ,15585 ,11316 ,9257 ,10962 ,8390 ,11809 ,9860 ,12439 ,9049 ,12137 ,9791 ,13309 ,9928 ,14799 ,11251 ,20389 ,13538 ,28429 ,20430 ,13105 ,18025 ,9362 ,11642 ,8352 ,9224 ,5520 ,7298 ,1983 ,4681 ,88 ,1049 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,분당선,327,이매,73 ,3 ,2169 ,831 ,5260 ,3014 ,11808 ,6417 ,11887 ,11056 ,7681 ,5748 ,5325 ,4024 ,5523 ,4028 ,5469 ,4537 ,5742 ,4806 ,5949 ,4777 ,5815 ,5435 ,7387 ,6218 ,11041 ,8452 ,10277 ,11582 ,5299 ,9581 ,3372 ,5869 ,2946 ,5122 ,2208 ,4582 ,666 ,2553 ,55 ,432 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,분당선,328,보정,18 ,2 ,726 ,78 ,2342 ,1201 ,6883 ,2351 ,7315 ,5101 ,4409 ,1592 ,2788 ,1040 ,2442 ,1318 ,2370 ,1555 ,2473 ,1584 ,2401 ,1694 ,2661 ,2176 ,3499 ,2643 ,3073 ,3224 ,3031 ,5107 ,1477 ,4321 ,1096 ,2767 ,923 ,2385 ,695 ,2140 ,236 ,1364 ,10 ,80 ,0 ,0 ,0 ,0 ,0 ,0 
