사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
20-Sep,중앙선,170,용문,294 ,1 ,765 ,4 ,1565 ,617 ,2775 ,1769 ,2981 ,3825 ,2094 ,2486 ,2568 ,3483 ,2405 ,6369 ,3809 ,4855 ,4182 ,4300 ,4868 ,4354 ,5707 ,2500 ,5222 ,3556 ,4417 ,3273 ,2937 ,2370 ,1720 ,2274 ,1009 ,2163 ,625 ,1238 ,251 ,1112 ,72 ,992 ,1 ,527 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,중앙선,171,지평,0 ,0 ,0 ,0 ,0 ,0 ,302 ,144 ,122 ,189 ,4 ,2 ,321 ,324 ,0 ,0 ,0 ,0 ,1 ,1 ,1 ,0 ,12 ,3 ,508 ,415 ,1 ,3 ,23 ,23 ,129 ,121 ,1 ,13 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,장항선,224,봉명,20 ,0 ,944 ,224 ,1373 ,549 ,2022 ,3329 ,1553 ,2867 ,1733 ,1839 ,1915 ,1556 ,1795 ,1143 ,1515 ,998 ,1097 ,1418 ,1624 ,1217 ,1898 ,1105 ,1455 ,803 ,2168 ,1425 ,1345 ,1395 ,686 ,1277 ,519 ,931 ,414 ,722 ,337 ,607 ,337 ,474 ,2 ,72 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,장항선,225,쌍용(나사렛대),71 ,4 ,1561 ,187 ,2682 ,498 ,5441 ,1558 ,4231 ,2578 ,2049 ,1936 ,1823 ,1635 ,2024 ,1843 ,2225 ,2137 ,2092 ,2063 ,2339 ,1918 ,2068 ,2171 ,2368 ,1780 ,3071 ,4381 ,2832 ,3992 ,1716 ,4029 ,1479 ,2371 ,1146 ,1771 ,924 ,1466 ,528 ,1232 ,3 ,168 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,장항선,226,아산,54 ,0 ,611 ,498 ,1468 ,1823 ,4811 ,4270 ,3770 ,4206 ,2262 ,2977 ,2150 ,3209 ,2708 ,2502 ,2939 ,3320 ,2681 ,3402 ,3674 ,2646 ,4156 ,3369 ,3698 ,2431 ,4535 ,5344 ,6164 ,4435 ,4856 ,4649 ,2942 ,2692 ,3283 ,2342 ,2195 ,1333 ,1381 ,1030 ,6 ,100 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,장항선,227,배방,104 ,0 ,637 ,216 ,1213 ,698 ,1747 ,1101 ,1773 ,1469 ,1268 ,1067 ,815 ,933 ,1171 ,809 ,1145 ,1081 ,1205 ,1150 ,1370 ,923 ,1162 ,1155 ,1249 ,1397 ,1824 ,2138 ,2061 ,1692 ,1214 ,1947 ,788 ,1357 ,823 ,1390 ,580 ,889 ,404 ,824 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,장항선,228,온양온천,551 ,1 ,1518 ,471 ,3057 ,1738 ,6083 ,3596 ,6316 ,6152 ,5390 ,4484 ,4262 ,5323 ,5612 ,7165 ,5273 ,6186 ,6597 ,4820 ,6197 ,4987 ,5679 ,5406 ,5154 ,5069 ,5006 ,5195 ,6821 ,6920 ,2747 ,5739 ,2400 ,3729 ,1900 ,3673 ,1240 ,2548 ,783 ,1985 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,장항선,229,신창(순천향대),252 ,0 ,458 ,96 ,886 ,436 ,1762 ,1429 ,1286 ,3933 ,1289 ,1698 ,1233 ,1636 ,1718 ,1774 ,2023 ,1920 ,2319 ,1444 ,2326 ,1403 ,2826 ,1600 ,2912 ,1650 ,2631 ,1433 ,3873 ,2283 ,1264 ,1805 ,1121 ,1742 ,975 ,1465 ,519 ,1659 ,228 ,1113 ,0 ,4 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,경의선,173,신촌,0 ,0 ,162 ,2 ,285 ,781 ,483 ,3035 ,513 ,4976 ,437 ,1528 ,463 ,1099 ,421 ,754 ,526 ,1247 ,508 ,852 ,626 ,743 ,780 ,626 ,1360 ,479 ,2727 ,994 ,2639 ,1038 ,1291 ,769 ,946 ,427 ,858 ,183 ,644 ,55 ,320 ,254 ,1 ,26 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,경의선,174,효창공원앞,0 ,0 ,606 ,193 ,1499 ,1802 ,3973 ,4166 ,5047 ,13164 ,3585 ,8078 ,2072 ,2849 ,2166 ,2443 ,2472 ,2339 ,2499 ,2375 ,2699 ,2699 ,3056 ,2714 ,3633 ,2959 ,5272 ,3890 ,11024 ,5741 ,5251 ,4577 ,2938 ,3075 ,2250 ,2922 ,1552 ,2297 ,631 ,1513 ,39 ,327 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,경의선,176,서강대,7 ,1 ,417 ,95 ,1435 ,1117 ,2429 ,2641 ,3044 ,5780 ,2250 ,4272 ,1689 ,2143 ,1691 ,2095 ,2020 ,1860 ,1987 ,2046 ,2212 ,2339 ,2369 ,2040 ,3305 ,2495 ,4033 ,2857 ,5171 ,3473 ,2871 ,2461 ,2544 ,1462 ,2696 ,1601 ,2167 ,1010 ,969 ,726 ,57 ,171 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,경의선,178,가좌,0 ,0 ,2090 ,260 ,6421 ,2711 ,16225 ,3179 ,18523 ,6934 ,8367 ,5540 ,6243 ,4010 ,5532 ,4200 ,6033 ,4332 ,5465 ,5489 ,5243 ,5514 ,5355 ,6122 ,6396 ,7437 ,6287 ,8945 ,7058 ,13962 ,4350 ,12191 ,2975 ,6512 ,2566 ,4730 ,1894 ,4080 ,678 ,2666 ,33 ,447 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,경의선,180,수색,1 ,1 ,689 ,337 ,1563 ,2237 ,3396 ,4228 ,2882 ,12816 ,2222 ,6845 ,1636 ,2701 ,1754 ,1777 ,1774 ,1652 ,1836 ,2482 ,2020 ,1734 ,2406 ,1999 ,3319 ,1974 ,6509 ,3160 ,10201 ,2410 ,4492 ,2477 ,2488 ,1507 ,1879 ,1021 ,1310 ,1023 ,510 ,563 ,5 ,149 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,경의선,181,화전,0 ,0 ,556 ,300 ,1088 ,824 ,2711 ,1814 ,2916 ,3840 ,1796 ,2070 ,1435 ,1603 ,1403 ,1564 ,1522 ,1574 ,1639 ,1749 ,1857 ,1395 ,1867 ,1572 ,2202 ,1621 ,3161 ,2030 ,3740 ,2274 ,1809 ,2028 ,1263 ,1257 ,1017 ,1185 ,681 ,1142 ,311 ,613 ,15 ,196 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,경의선,182,강매,0 ,0 ,1842 ,268 ,4860 ,1054 ,14176 ,1092 ,13191 ,2932 ,5686 ,1185 ,3313 ,1110 ,2813 ,1294 ,2674 ,1577 ,2564 ,1737 ,2292 ,2036 ,2200 ,2366 ,2279 ,3222 ,2430 ,5074 ,2943 ,8809 ,1239 ,8991 ,779 ,4927 ,839 ,3846 ,441 ,3353 ,156 ,1803 ,9 ,574 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,경의선,183,행신,1 ,0 ,3240 ,695 ,10306 ,3658 ,33004 ,3801 ,26239 ,8337 ,11171 ,4975 ,7063 ,3496 ,7083 ,4463 ,6796 ,4992 ,6527 ,5833 ,5464 ,5401 ,5604 ,6683 ,7503 ,8842 ,9387 ,13634 ,8127 ,31539 ,4636 ,24228 ,5090 ,11310 ,3569 ,9732 ,3248 ,7986 ,1344 ,4135 ,218 ,1378 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,경의선,184,능곡,1 ,0 ,2293 ,368 ,5499 ,2086 ,13413 ,2533 ,12593 ,4332 ,6524 ,2656 ,4563 ,2500 ,3975 ,2945 ,4009 ,2998 ,4283 ,3234 ,3457 ,3428 ,3388 ,4050 ,3998 ,4609 ,4488 ,6932 ,4403 ,9461 ,2609 ,8413 ,1993 ,5284 ,1391 ,4577 ,927 ,3682 ,334 ,2083 ,29 ,926 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,경의선,185,곡산,0 ,0 ,157 ,183 ,678 ,489 ,1432 ,1274 ,1149 ,2092 ,705 ,801 ,573 ,567 ,548 ,411 ,475 ,520 ,508 ,505 ,606 ,552 ,788 ,561 ,763 ,689 ,1211 ,785 ,1602 ,1406 ,587 ,940 ,539 ,699 ,359 ,478 ,241 ,360 ,75 ,234 ,9 ,39 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,경의선,186,백마,2 ,1 ,3038 ,1161 ,12445 ,2291 ,28173 ,5881 ,19489 ,9596 ,8719 ,4482 ,6121 ,3440 ,5825 ,3307 ,6308 ,4101 ,5682 ,4512 ,5519 ,5121 ,5898 ,5309 ,6408 ,6844 ,7481 ,8806 ,9105 ,20359 ,3924 ,19709 ,2821 ,10625 ,2960 ,9553 ,2034 ,6199 ,749 ,4677 ,49 ,920 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,경의선,187,풍산,2 ,0 ,2778 ,322 ,8271 ,1464 ,19047 ,3775 ,14603 ,6330 ,7923 ,4658 ,5475 ,3618 ,5354 ,3583 ,5674 ,4071 ,5250 ,4605 ,5064 ,4407 ,5203 ,5091 ,5964 ,6202 ,5754 ,8481 ,6813 ,15126 ,3842 ,12838 ,3168 ,9053 ,3427 ,7383 ,1905 ,4938 ,625 ,3747 ,55 ,754 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,경의선,188,일산,11 ,0 ,5789 ,934 ,17064 ,3990 ,40451 ,5749 ,25609 ,11570 ,12335 ,6343 ,8854 ,5137 ,8745 ,6080 ,9276 ,6834 ,8272 ,7434 ,8216 ,8336 ,8821 ,8631 ,10857 ,11228 ,8566 ,14136 ,9947 ,28032 ,5258 ,29701 ,4095 ,14559 ,3282 ,13515 ,2618 ,9297 ,839 ,5646 ,157 ,1638 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,경의선,189,탄현,53 ,0 ,4584 ,466 ,14399 ,2456 ,32752 ,5344 ,19040 ,7682 ,10079 ,4966 ,7446 ,3546 ,7225 ,3878 ,7098 ,5061 ,6455 ,4851 ,6321 ,5493 ,6624 ,6619 ,6915 ,7846 ,7288 ,13032 ,8883 ,21650 ,4660 ,25534 ,3729 ,13536 ,3369 ,9621 ,2328 ,7773 ,995 ,3946 ,133 ,2320 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,경의선,190,야당,16 ,0 ,3338 ,312 ,10948 ,2268 ,19139 ,4409 ,15371 ,6455 ,7825 ,4810 ,5946 ,3317 ,5524 ,3713 ,5788 ,4102 ,5088 ,4300 ,4995 ,5078 ,5665 ,5656 ,6490 ,6013 ,7245 ,11579 ,7072 ,15650 ,4502 ,15198 ,3588 ,9872 ,3667 ,7523 ,2630 ,6160 ,1111 ,3043 ,187 ,1794 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,경의선,191,운정,49 ,0 ,2765 ,242 ,12484 ,3928 ,23791 ,5468 ,18208 ,8520 ,8249 ,4057 ,6167 ,3159 ,5403 ,3490 ,5329 ,3995 ,5199 ,4387 ,4737 ,4650 ,5243 ,5911 ,7296 ,6931 ,7884 ,10053 ,8167 ,16524 ,4040 ,16987 ,2938 ,9122 ,2297 ,8704 ,1477 ,5773 ,528 ,2602 ,74 ,1397 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,경의선,192,금릉,65 ,2 ,2345 ,275 ,6271 ,2027 ,14111 ,4367 ,9054 ,8342 ,5763 ,4001 ,4415 ,3276 ,4677 ,2904 ,4554 ,2966 ,4516 ,4094 ,4117 ,3930 ,4299 ,4564 ,4983 ,5939 ,6387 ,7332 ,7380 ,10535 ,3735 ,10958 ,3120 ,5068 ,2381 ,4845 ,1667 ,4273 ,492 ,2482 ,56 ,1238 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,경의선,193,금촌,127 ,0 ,2780 ,249 ,8515 ,3694 ,15363 ,9084 ,13708 ,13803 ,8638 ,7343 ,7030 ,6255 ,7218 ,5553 ,7164 ,6429 ,7679 ,7267 ,7162 ,6191 ,7534 ,7668 ,8596 ,9242 ,10556 ,10133 ,13295 ,13240 ,6426 ,12676 ,4684 ,7602 ,3536 ,6989 ,2252 ,4634 ,634 ,3253 ,100 ,1281 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,경의선,194,월롱,40 ,0 ,352 ,47 ,580 ,2691 ,1696 ,8058 ,1873 ,9291 ,1742 ,2163 ,1121 ,1624 ,1438 ,1127 ,1901 ,1758 ,1955 ,1236 ,1575 ,1342 ,2539 ,1236 ,3171 ,1552 ,6958 ,1851 ,9696 ,2158 ,3616 ,1961 ,2983 ,1958 ,2213 ,1546 ,741 ,1257 ,239 ,930 ,9 ,370 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,경의선,195,파주,126 ,0 ,746 ,6 ,1054 ,669 ,2310 ,2276 ,2012 ,3429 ,1235 ,971 ,1230 ,1045 ,1062 ,927 ,1284 ,1088 ,1344 ,853 ,1425 ,798 ,1445 ,945 ,2291 ,984 ,3308 ,1035 ,3995 ,1130 ,977 ,1091 ,604 ,876 ,737 ,718 ,275 ,606 ,108 ,426 ,8 ,143 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,경의선,196,문산,840 ,1 ,2606 ,8 ,7221 ,2535 ,13240 ,7107 ,11269 ,12063 ,6829 ,4916 ,5958 ,5166 ,5385 ,5051 ,6329 ,6275 ,6519 ,4400 ,6829 ,5224 ,6730 ,8333 ,7298 ,6718 ,9485 ,7724 ,9742 ,11338 ,4288 ,9045 ,3254 ,7537 ,2685 ,5585 ,1245 ,3876 ,259 ,3198 ,0 ,1632 ,0 ,1 ,0 ,0 ,0 ,0 
20-Sep,경의선,197,임진강,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,2 ,1 ,13 ,87 ,67 ,262 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,148 ,119 ,120 ,12 ,310 ,99 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,경의선,198,서울역,0 ,0 ,949 ,6 ,876 ,4992 ,1837 ,18188 ,2218 ,30547 ,1219 ,10484 ,995 ,4351 ,1303 ,3057 ,1903 ,3020 ,2212 ,3539 ,2750 ,2172 ,2830 ,2243 ,5558 ,1931 ,14447 ,4221 ,21395 ,3167 ,9184 ,2344 ,5510 ,2086 ,2929 ,750 ,540 ,79 ,1089 ,813 ,0 ,66 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,경의선,199,공덕,7 ,0 ,547 ,87 ,1741 ,1436 ,3746 ,5942 ,3780 ,14622 ,2630 ,7576 ,1991 ,2426 ,2357 ,2350 ,2665 ,2139 ,2773 ,1992 ,3004 ,2631 ,3154 ,2371 ,4153 ,2734 ,6908 ,3588 ,13803 ,5016 ,6040 ,3754 ,4422 ,2040 ,3982 ,2068 ,2554 ,1425 ,1097 ,882 ,48 ,272 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,경의선,200,홍대입구,8 ,1 ,299 ,46 ,548 ,549 ,1092 ,1645 ,1316 ,4713 ,923 ,3254 ,829 ,2095 ,823 ,2086 ,1042 ,2151 ,1344 ,2408 ,1518 ,2561 ,1718 ,2421 ,2219 ,2674 ,3443 ,2913 ,5158 ,3620 ,3298 ,2726 ,3052 ,1353 ,3483 ,1306 ,3326 ,845 ,1377 ,733 ,82 ,267 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,경의선,201,디지털미디어시티,3 ,0 ,800 ,512 ,2047 ,1883 ,7608 ,2094 ,7190 ,3408 ,3232 ,2115 ,2265 ,1482 ,2182 ,1428 ,2283 ,1654 ,2212 ,1935 ,2267 ,1920 ,2519 ,2267 ,3212 ,2488 ,3738 ,4177 ,4191 ,7642 ,2440 ,6141 ,1626 ,3295 ,1394 ,2513 ,1006 ,2336 ,512 ,1361 ,33 ,262 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,경의선,203,계양,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,경춘선,205,신내,11 ,1 ,621 ,627 ,1668 ,3202 ,4062 ,2991 ,3803 ,3831 ,1837 ,1187 ,1465 ,1069 ,1474 ,961 ,1437 ,1060 ,1409 ,1268 ,1661 ,1489 ,1880 ,1908 ,2845 ,1811 ,2964 ,2731 ,2834 ,3457 ,1356 ,2835 ,701 ,1455 ,527 ,1183 ,524 ,767 ,211 ,520 ,0 ,73 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,경춘선,206,갈매,12 ,0 ,1323 ,359 ,3702 ,1293 ,14943 ,2315 ,8680 ,4438 ,4675 ,1615 ,2834 ,2230 ,2209 ,1447 ,2754 ,1705 ,2551 ,2043 ,2537 ,2402 ,2491 ,2921 ,3027 ,2594 ,3099 ,4685 ,3857 ,8764 ,2021 ,7277 ,1517 ,4307 ,1945 ,2334 ,1032 ,2677 ,509 ,1347 ,10 ,439 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,경춘선,207,별내,47 ,1 ,894 ,1392 ,2238 ,3773 ,8604 ,3642 ,6713 ,5046 ,3831 ,2548 ,2737 ,2026 ,2363 ,2200 ,2612 ,2323 ,2562 ,2214 ,2630 ,2759 ,3258 ,2951 ,4479 ,2678 ,5711 ,4670 ,4732 ,6549 ,2267 ,6288 ,1985 ,3481 ,1624 ,2012 ,1410 ,1831 ,974 ,1035 ,21 ,208 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,경춘선,208,퇴계원,14 ,0 ,2383 ,540 ,5501 ,1727 ,16162 ,3197 ,11784 ,3861 ,6821 ,2033 ,4419 ,2123 ,3576 ,2371 ,3795 ,2468 ,3623 ,2530 ,3114 ,2918 ,3299 ,3763 ,3276 ,4630 ,3964 ,6918 ,4685 ,11008 ,2490 ,9555 ,1565 ,6292 ,1399 ,3751 ,867 ,4095 ,348 ,2000 ,18 ,612 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,경춘선,209,사릉,54 ,0 ,2284 ,1026 ,5415 ,2123 ,15363 ,5333 ,10938 ,6165 ,5277 ,2102 ,3741 ,2381 ,3094 ,2100 ,3239 ,2179 ,3387 ,2133 ,2691 ,2868 ,3030 ,2516 ,2936 ,4510 ,4631 ,5236 ,6490 ,10509 ,3069 ,10136 ,1407 ,4554 ,1322 ,4376 ,678 ,3490 ,315 ,1853 ,11 ,454 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,경춘선,210,금곡,29 ,1 ,1410 ,341 ,2243 ,975 ,4314 ,1777 ,4014 ,3712 ,2518 ,1691 ,2069 ,1252 ,1719 ,1282 ,1791 ,1407 ,1762 ,1494 ,1588 ,1558 ,1842 ,1648 ,1800 ,2026 ,1995 ,2495 ,3254 ,3295 ,1134 ,3350 ,698 ,1612 ,560 ,1624 ,397 ,1110 ,163 ,775 ,14 ,172 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,경춘선,211,평내호평,556 ,7 ,4850 ,893 ,8179 ,2256 ,23551 ,4301 ,15019 ,8507 ,7666 ,5284 ,6724 ,4483 ,5928 ,3970 ,6746 ,5067 ,5704 ,5382 ,5560 ,5984 ,6100 ,6216 ,6411 ,6887 ,6787 ,12021 ,7693 ,15088 ,4233 ,18848 ,3243 ,7899 ,3452 ,7434 ,2551 ,5099 ,1256 ,4036 ,27 ,1505 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,경춘선,212,천마산,20 ,1 ,897 ,283 ,3081 ,720 ,6167 ,1464 ,4635 ,1180 ,3430 ,1343 ,2575 ,1505 ,2032 ,1418 ,2213 ,1718 ,1886 ,1661 ,1869 ,1817 ,1623 ,2250 ,1693 ,2265 ,1618 ,2956 ,1726 ,4372 ,826 ,4106 ,512 ,2768 ,519 ,2184 ,348 ,1271 ,152 ,899 ,12 ,216 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,경춘선,213,마석,33 ,1 ,1228 ,436 ,5840 ,2912 ,12771 ,5553 ,8232 ,6034 ,5845 ,4262 ,4849 ,3947 ,4209 ,3318 ,5098 ,3420 ,4252 ,4615 ,4214 ,4131 ,4363 ,4768 ,5068 ,4087 ,5547 ,6179 ,6660 ,7393 ,3075 ,10703 ,2453 ,5525 ,2048 ,3973 ,1114 ,2989 ,467 ,1576 ,10 ,547 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,경춘선,214,대성리,5 ,0 ,185 ,83 ,437 ,364 ,856 ,662 ,763 ,1225 ,691 ,849 ,673 ,1015 ,1065 ,871 ,919 ,914 ,881 ,1006 ,1014 ,1070 ,1213 ,837 ,1458 ,1004 ,1481 ,803 ,1520 ,728 ,702 ,691 ,403 ,485 ,215 ,370 ,88 ,271 ,71 ,136 ,1 ,3 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,경춘선,215,청평,10 ,0 ,831 ,118 ,1765 ,891 ,2417 ,1786 ,3230 ,3174 ,2360 ,2230 ,2401 ,2416 ,3081 ,2161 ,2453 ,2550 ,2463 ,2230 ,2562 ,2708 ,2799 ,2229 ,2873 ,2914 ,3210 ,3140 ,2702 ,2685 ,1410 ,2922 ,872 ,1407 ,590 ,1594 ,292 ,1000 ,121 ,697 ,5 ,165 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,경춘선,216,상천,0 ,0 ,85 ,104 ,272 ,389 ,470 ,424 ,576 ,939 ,481 ,941 ,369 ,1001 ,513 ,952 ,569 ,704 ,758 ,426 ,1071 ,430 ,1190 ,403 ,1290 ,426 ,920 ,389 ,594 ,386 ,291 ,345 ,108 ,173 ,75 ,172 ,19 ,113 ,13 ,58 ,0 ,36 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,경춘선,217,가평,0 ,0 ,679 ,146 ,1218 ,1203 ,2067 ,2154 ,2539 ,4469 ,1961 ,2984 ,1999 ,2159 ,3158 ,2231 ,2298 ,3151 ,2136 ,2316 ,2650 ,2840 ,2711 ,2618 ,3264 ,2158 ,3920 ,2286 ,3409 ,2634 ,1617 ,2150 ,1355 ,1315 ,926 ,1299 ,548 ,948 ,215 ,560 ,11 ,215 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,경춘선,218,굴봉산,1 ,0 ,39 ,6 ,58 ,76 ,171 ,168 ,239 ,415 ,177 ,377 ,175 ,732 ,238 ,383 ,199 ,338 ,350 ,253 ,437 ,211 ,526 ,261 ,478 ,150 ,474 ,173 ,232 ,197 ,97 ,106 ,77 ,74 ,25 ,56 ,8 ,37 ,6 ,30 ,3 ,7 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,경춘선,219,백양리,0 ,0 ,20 ,12 ,13 ,83 ,40 ,184 ,114 ,337 ,56 ,110 ,67 ,312 ,141 ,234 ,176 ,145 ,194 ,159 ,274 ,124 ,308 ,119 ,240 ,94 ,350 ,73 ,248 ,97 ,72 ,48 ,67 ,41 ,40 ,31 ,13 ,49 ,10 ,24 ,2 ,5 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,경춘선,220,강촌,1 ,0 ,68 ,19 ,161 ,197 ,226 ,325 ,392 ,1543 ,362 ,1198 ,394 ,1472 ,722 ,1341 ,748 ,901 ,817 ,942 ,1051 ,725 ,1413 ,659 ,1477 ,567 ,1545 ,394 ,1380 ,500 ,580 ,432 ,335 ,245 ,322 ,204 ,96 ,117 ,41 ,175 ,8 ,21 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,경춘선,221,김유정,9 ,0 ,55 ,4 ,166 ,78 ,303 ,535 ,299 ,668 ,223 ,595 ,238 ,779 ,295 ,1015 ,408 ,841 ,603 ,698 ,694 ,634 ,952 ,556 ,918 ,442 ,901 ,472 ,740 ,458 ,329 ,256 ,175 ,197 ,94 ,136 ,38 ,127 ,17 ,88 ,14 ,18 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,경춘선,222,남춘천,488 ,0 ,1288 ,16 ,2908 ,669 ,2687 ,1848 ,2818 ,2910 ,2701 ,2826 ,2537 ,2437 ,2846 ,4372 ,3157 ,4761 ,3641 ,3129 ,4277 ,3457 ,4094 ,3902 ,4114 ,3064 ,4272 ,4522 ,3418 ,2797 ,2577 ,5863 ,2529 ,2724 ,2034 ,1841 ,1257 ,2051 ,417 ,1538 ,7 ,636 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,경춘선,223,춘천,224 ,3 ,300 ,3 ,1334 ,433 ,1102 ,1108 ,1253 ,2470 ,1296 ,1809 ,1389 ,1989 ,1455 ,2822 ,1584 ,2527 ,2289 ,2723 ,2979 ,2125 ,3577 ,2285 ,3888 ,1516 ,3314 ,1845 ,2868 ,1193 ,1787 ,2062 ,1509 ,975 ,856 ,825 ,432 ,747 ,90 ,496 ,1 ,406 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,수인선,340,고색,128 ,7 ,648 ,152 ,1634 ,637 ,3617 ,2786 ,2969 ,3721 ,1829 ,943 ,1673 ,888 ,1764 ,1197 ,1824 ,1194 ,1630 ,1337 ,1735 ,1771 ,1733 ,1841 ,2020 ,2357 ,3089 ,2590 ,4394 ,3485 ,1640 ,3350 ,1355 ,2334 ,840 ,1927 ,655 ,1543 ,235 ,982 ,7 ,682 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,수인선,341,오목천,1 ,0 ,239 ,13 ,1348 ,396 ,2339 ,888 ,2840 ,1915 ,1881 ,952 ,2080 ,917 ,2030 ,1128 ,2079 ,1255 ,2029 ,1765 ,1861 ,1635 ,1957 ,1975 ,2805 ,2575 ,2430 ,2150 ,2649 ,3854 ,1263 ,2513 ,873 ,1594 ,558 ,1416 ,460 ,1771 ,194 ,1074 ,1 ,107 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,수인선,342,어천,15 ,13 ,93 ,7 ,150 ,180 ,372 ,393 ,403 ,442 ,431 ,379 ,546 ,352 ,586 ,418 ,603 ,421 ,656 ,526 ,552 ,616 ,627 ,520 ,631 ,703 ,691 ,568 ,858 ,710 ,439 ,433 ,253 ,321 ,117 ,312 ,80 ,233 ,37 ,150 ,1 ,19 ,0 ,0 ,0 ,0 ,0 ,0 
